id	user	icon	portrait	English	Japanese	JPN notes	French	Italian	German	Spanish	Craig's Notes	FIGS Notes/Questions	Final Notes	ENG Character Count
				Core programming for Nintendo Switch version as well as home computers furnished by none other than Hubert Wong at Capy.	Nintendo Switch版ならびに;~家庭用コンピューター移植の;~プログラミング (メイン)：;~やってくれたのは Hubert Wong		Programmation de port pour ordinateur et adaptation en 1080p fournis par nul autre que Hubert Wong.	Programmazione per la versione per Nintendo Switch e PC di niente meno che Hubert Wong.	Grundlegende Programmierung für die Nintendo Switch Version und Heimcomputern von niemand anderem als Hubert Wong.	Programación principal de la versión para Nintendo Switch y computadoras personales de nada menos que Hubert Wong.		TWEAKS NEEDED + GOTTA ADD SWITCH INFO	Core home computer port programming & 1080p enabling furnished by none other than Hubert Wong.	120
				Nintendo Switch design concepts, implementation & witchcraft brewed by Sadie Lee at Capy.	Nintendo Switch版デザインコンセプト、;~実装と魔術担当：;~ Sadie Lee		Concepts graphiques pour Nintendo Switch, implémentation et sorcellerie apportés par Sadie Lee	Bozze dei progetti per Nintendo Switch, implementazione e stregonerie varie di Sadie Lee	Nintendo Switch Designkonzepte, Implementierung & Hexenkunst zusammengebraut von Sadie Lee	Conceptos de diseño, implementación y brujería para Nintendo Switch de Sadie Lee.	remove twitter handles	Updated Sept 7 		
				Assorted heavy-lifting including PC/Mac/Linux and Nintendo Switch programming support by Drew Grainge at Capy.	PC/Mac/LinuxおよびNintendo Switch;~プログラミング支援、;~Steam 関係監督、各種ウエイトリフティング：;~Drew Grainge		Support programmation additionnel PC/Mac/Linux, expertise Steam & autres gros efforts par Drew Grainge	Grandi imprese, tra cui il supporto alla programmazione per PC/Mac/Linux e Nintendo Switch di Drew Grainge	Allerlei schwergewichtige Arbeit, wie PC/Mac/Linux-Programmiersupport, Nintendo Switch Expertise von Drew Grainge	Soporte de programación adicional de PC/Mac/Linux, experiencia en Steam y todo tipo de tareas pesadas de Drew Grainge.	remove twitter handles	Updated Sept 7 		110
				Some resolutionized art assets & smiles provided by Vic "Meow" Nguyen at Capy.	感動的アートアセット & とっておきの笑顔：;~Vic "Meow" Nguyen		Quelques ressources artistiques adaptées et sourires apportés par Vic "Meow" Nguyen	Alcuni asset artistici e sorrisi forniti da Vic "Meow" Nguyen	Einige Kunstwerke in hoher Auflösung sowie ein nettes Lächeln von Vic "Meow" Nguyen	Algunos recursos artísticos y sonrisas de Vic «Meow» Nguyen.	remove twitter handles	Updated Aug 29 - also removed Super Time Force		78
				Additional quality assurance by the one & only Aaron Eves.	品質保証補佐：;~ワンアンドオンリー、;~Aaron Eves		Assurance qualité supplémentaire par le seul et unique Aaron Eves	Ancora più QA dell'unico e inimitabile Aaron Eves	Zusätzliche Qualitätssicherung von dem einzig wahren Aaron Eves	Control de calidad adicional del único e inimitable Aaron Eves.	remove twitter handles	Updated Aug 29		58
				Nintendo Switch QA support courtesy of Testronic Labs.	Nintendo Switchにおける品質管理は、;Testronic Labsの協力で実施されました。		Le support QA de Nintendo Switch est une gracieuseté de Testronic Labs.	Supporto per Nintendo QA per gentile concessione di Testronic Labs.	Nintendo Switch QS-Unterstützung mit freundlicher Genehmigung von Testronic Labs.	El soporte de control de calidad de Nintendo Switch es cortesía de Testronic Labs.		ADDED OCT 19 - added my own semi-colon		
				QA support by Roopesh Pawar. A, Prashanth. DR, Veeresh Kuruva, Raghunath. BG and Roshan R Shekar of Sun technology Integrators Pvt. Ltd.	Roopesh Pawar による QA サポート。ああ、プラシャンス。 ;DR、ヴィーレシュ・クルヴァ、ラグナート。 ;Sun technology Integrators Pvt. の BG 氏と ;Roshan R Shekar 氏は次のように述べています。;株式会社		Prise en charge du contrôle qualité par Roopesh Pawar. A, Prashanth. DR, Veeresh Kuruva, Raghunath. BG et Roshan R Shekar de Sun Technology Integrators Pvt. Ltd.	Supporto per il controllo qualità di Roopesh Pawar. A, Prashanth. DR, Veeresh Kuruva, Raghunath. BG e Roshan R Shekar di Sun Technology Integrators Pvt. Ltd.	QA-Unterstützung durch Roopesh Pawar. A, Prashanth. DR, Veeresh Kuruva, Raghunath. BG und Roshan R Shekar von Sun Technology Integrators Pvt. GmbH.	Soporte de control de calidad por Roopesh Pawar. R. Prashanth. DR, Veeresh Kuruva, Raghunath. BG y Roshan R Shekar de Sun Technology Integrators Pvt. Limitado.				
				Gratitude to Xavier Xaden Xen, Joseppe Theodore Blocco & Hank Hudson	スペシャルサンクス！：;Xavier Xaden Xen、Joseph Theodore Blocco、;Hank Hudson		Remerciements à Xavier Xaden Xen, Joseppe Theodore Blocco et Hank Hudson	Tanta gratitudine a Xavier Xaden Xen, Joseppe Theodore Blocco e Hank Hudson	Unser Dank geht an Xavier Xaden Xen, Joseppe Theodore Blocco & Hank Hudson	Agradecimientos a Xavier Xaden Xen, Joseppe Theodore Blocco y Hank Hudson.				68
				Cookies and other delicious treats provided by Thea Gaerlan.	クッキーなどの嬉しいさしいれ：;~Thea Gaerlan		Cookies et autres douceurs préparés par Thea Gaerland	Biscotti e altre leccornie di Thea Gaerlan	Kekse und andere Leckereien gab es von Thea Gaerlan	Galletas y otras delicias proporcionadas por Thea Gaerlan.	remove twitter handles	Updated Aug 29		60
				* * * SUPERBROTHERS SUPPORT * * *	* * * SUPERBROTHERSサポート * * *		* * * SUPPORT SUPERBROTHERS * * *	* * * SUPPORT SUPERBROTHERS * * *	* * * SUPERBROTHERS SUPPORT * * *	* * * SOPORTE DE SUPERBROTHERS * * *				33
				Cosmic love forever to Jori.	Joriに永遠のコズミックラブを贈る	[2018.9.25 ytk] "贈" is appeared to be garbled.  [2018.9.27 ytk] fix confirmed.	Amour cosmique illimité pour Jori.	Amore cosmico illimitato per Jori.	Kosmische Liebe auf alle Ewigkeit für Jori.	Amor cósmico eterno para Jori.	Cosmic love forever to Jori.	Updated Aug 29		28
				Kudos to Superbrothers CEO Mack.	SuperbrothersのCEO;Mackに大拍手		Applaudissements à Mack, le PDG de Superbrothers.	Un applauso a Mack, l'AD di Superbrothers.	Hut ab für Superbrothers CEO Mack.	Elogios para el director ejecutivo de Superbrothers, Mack.	Kudos to Superbrothers CEO Mack.	Updated Aug 29		32
				Mega thanks to Jim Guthrie for embarking on this lunatic adventure into the unknown.	超絶サンクス：Jim Guthrie;（未知への挑戦だったのに;参加してくれてありがとう）		Super remerciements à Jim Guthrie d'avoir accepté de se lancer dans cette folle aventure vers l'inconnu.	Un grazie infinito a Jim Guthrie per essersi imbarcato in questa pazza avventura verso l'ignoto.	Mega-Dank gebührt Jim Guthrie dafür, dass er dieses Abenteuer ins Unbekannte mit uns beschritten hat.	Agradecimiento colosal a Jim Guthrie por embarcarse en esta aventura lunática hacia lo desconocido.				84
				Additional million dollar sounds courtesy of Timothy Muirhead.	それから、ステキなサウンドの数々を;快く提供してくれた Timothy Muirhead;に、ありがとう。		Avec des effets sonores supplémentaires à un million de dollars, gracieusement fournis par Timothy Muirhead.	Con suoni extra da paura per gentile cortesia di Timothy Muirhead.	Mit zusätzlichen Million-Dollar-Sounds von Timothy Muirhead.	Con sonidos millonarios adicionales cortesía de Timothy Muirhead.	Additional million dollar sounds courtesy of Timothy Muirhead.	Updated Aug 29		62
				* * * 8-4 SUPPORT * * *	* * * 8-4サポート * * *		* * * SUPPORT 8-4 * * *	* * * SUPPORT 8-4 * * *	* * * 8-4 SUPPORT * * *	* * * SOPORTE DE 8-4 * * *				23
				Japanese translation by master wordsmith RYUTA YAZAWA.	超絶的翻訳担当：;矢澤竜太		Traduction japonaise du maître parolier RYUTA YAZAWA	Traduzione giapponese del mastro paroliere RYUTA YAZAWA.	Japanische Übersetzung von dem meisterhaften Sprachkünstler RYUTA YAZAWA	Traducción al japonés del escriba eximio RYUTA YAZAWA	remove twitter handles	Updated Aug 29 - Not sure if others at 8-4 are helping this time may wanna add		54
				Japanese editing, crucial advice & unending support by MASAHIRO YUKI at Grasshopper Manufacture grasshopper.co.jp	魔法的エディット、究極アドバイザー：;結城昌弘;（株式会社グラスホッパー・マニファクチュア;grasshopper.co.jp）		Révisions japonaises, conseils vitaux et soutien sans faille par MASAHIRO YUKI de Grasshopper Manufacture grasshopper.co.jp	Revisione, consigli indispensabili e supporto infinito di MASAHIRO YUKI di Grasshopper Manufacture grasshopper.co.jp	Japanische Bearbeitung, wichtige Ratschläge & niemals endende Unterstützung von MASAHIRO YUKI bei Grasshopper Manufacture grasshopper.co.jp	Edición al japonés, consejos fundamentales y apoyo eterno de MASAHIRO YUKI en Grasshopper Manufacture grasshopper.co.jp	remove twitter handles	Updated Aug 29		113
				Additional Japanese localization support provided by Yutaka Ohbuchi, John Ricciardi and Masanobu Suto.	日本語の追加ローカライズサポートは、;大渕豊、ジョン・;リカーディおよび首藤真信により実施されました。		Yutaka Ohbuchi, John Ricciardi et Masanobu Suto apportent également leur aide.	Supporto aggiuntivo per la localizzazione giapponese fornito da Yutaka Ohbuchi, John Ricciardi e Masanobu Suto.	Zusätzliche Unterstützung bei der japanischen Lokalisierung durch Yutaka Ohbuchi, John Ricciardi und Masanobu Suto.	Soporte adicional de localización en japonés proporcionado por Yutaka Ohbuchi, John Ricciardi y Masanobu Suto.		Added Oct 19 - added my own semi colon guiesses		
				Bad-ass Japanese logo design courtesy of POLYGRAPH at polygraph.jp	激ヤバロゴデザイン担当：;POLYGRAPH;（polygraph.jp）		Conception de logo japonais qui déchire, gracieusement fourni par POLYGRAPH, sur polygraph.jb	Logo giapponese da paura per gentile cortesia di POLYGRAPH su polygraph.jp	Abgefahrenes japanisches Logodesign von POLYGRAPH, unter polygraph.jp	Diseño tremendo del logotipo japonés cortesía de POLYGRAPH en polygraph.jp	remove twitter handles	Updated Aug 29		66
				Japanese website wizardry by Jonathan Lumb at jonnyram.com	超技術的ウェブサイトプログラミング担当：;Jonathan Lumb;（jonnyram.com）		Site web de magie japonaise par Jonatha Lumb sur jonnyram.com	Stregonerie per il sito giapponese di Jonathan Lumb su jonnyram.com	Japanische Website-Zauberei von Jonathan Lumb unter jonnyram.com	Magia del sitio web japonés de Jonathan Lumb en jonnyram.com	remove twitter handles	Updated Aug 29 - removbed twitter handles		58
				And finally, gratitude for JPN support & friendship: Suda 51, Tomoaki Takahashi, Hideto Yamada, & remix artists Baiyon, Akira Yamaoka, Michiru Yamane, macotom3, & Decasségui Hip	リミックスアルバムのアーティストの皆様;~（Baiyon、山岡晃、山根ミチル、;macotom3、Decassegui Hip）の莫大なる;~サポート、山田秀人の深い友情に感謝です！	[2018.9.25 ytk] Updated in order to match the updated English string.	Et, enfin, remerciements pour leur soutien en japonais et leur amitié : @suda_51, Tomoaki Takahashi, @eightbear, et artistes remix @baiyon, @akirayamaoka, Michiru Yamane, @macotom3, et Decasségui Hip 	Un grazie per il support in giapponese e l'amicizia: @suda_51, Tomoaki Takahashi, @eightbear e gli artisti del remix @baiyon, @akirayamaoka, Michiru Yamane, @macotom3 e Decasségui Hip	Und letztendlich geht unser Dank für JPN-Unterstützung & Freundschaft an: @suda_51, Tomoaki Takahashi, @eightbear, & remix artists @baiyon, @akirayamaoka, Michiru Yamane, @macotom3, & Decasségui Hip	Y por último, agradecimientos por el apoyo en japonés y la amistad: @suda_51, Tomoaki Takahashi, @eightbear y los artistas de remezcla @baiyon, @akirayamaoka, Michiru Yamane, @macotom3 y Decasségui Hip	remove twitter handles	Need to get names to replace some of these, these are not AKA @person some handles are the only credit.		177
				* * * THE DOMINION OF CANADA * * *	* * * カナダ自治領 * * *		* * * SUPRÉMATIE DU CANADA * * *	* * * LA SUPREMAZIA DEL CANADA * * *	* * * DAS MACHTGEBIET KANADAS * * *	* * * EL DOMINIO DE CANADÁ * * *				34
			Logos/omdc	This project was made possible with the financial support of Ontario Creates.	このプロジェクトは; Ontario Creates;からの経済的支援を受けて実現されました。		Ce projet a été rendu possible grâce à l'aide financière de Ontario Creates.	Questo progetto è stato reso possibile dal supporto finanziario della Ontario Creates.	Dieses Projekt wurde ermöglicht durch die finanzielle Unterstützung der Ontario Creates.	Este proyecto fue posible gracias al apoyo financiero de la Ontario Creates.				77
				* * * WE LOVE LOVE LOVE YOU * * *	* * * みんなありがとう！ * * *		* * * NOUS VOUS AIMONS TELLEMENT TELLEMENT * * *	* * * VI VOGLIAMO TANTO TANTO BENE * * *	* * * WIR LIEBEN LIEBEN LIEBEN EUCH * * *	* * * LOS QUEREMOS MUCHÍSIMO * * *				33
				Shout outs to all who aligned the stars.	導いてくれたみんなにありがとう。		Mention spéciale à ceux qui ont aligné les étoiles.	Pollice all'insù per chi ha allineato le stelle.	Ein weiteres Dankeschön an alle, die die Sterne für uns ausgerichtet haben.	Menciones especiales para quienes alinearon las estrellas.	Shout outs to all who aligned the stars.	Updated AUG 29		40
				Much love to Toronto's amazing DIY videogame communities & the lovely people of The Hand Eye Society, TOJam & Gamercamp.	トロント地域の情熱溢れる;ビデオゲームコミュニティ、;The Hand Eye Society と TOJam のみんな、;そして Gamercamp へ。みんな愛してる。		Beaucoup d'amour aux formidables communautés autodidactes de jeux vidéo & aux merveilleuses personnes de The Hand Eye Society, TOJam et Gamercamp.	Tanto amore alle community di videogiochi DIY di Toronto e le adorabili persone di The Hand Eye Society, TOJam e Gamercamp.	Viel Liebe geht an die tollen DIY-Videogame-Communitys in Toronto & die lieben Leute der The Hand Eye Society, TOJam & Gamercamp.	Mucho cariño para las comunidades autodidactas de videojuegos de Toronto y la buena gente de The Hand Eye Society, TOJam y Gamercamp.				120
				To everyone who has supported this project: thank you.	このプロジェクトを支え、;励ましてくれた人たちへ：;本当にありがとう！		À tous ceux qui ont soutenu ce projet : merci beaucoup ! 	A tutti quelli che hanno incoraggiato il progetto: grazie mille.	An alle, die dieses Projekt unterstützt haben: Danke!	Gracias a todos los que apoyaron el proyecto.	To everyone who has supported this project: thank you.	Updated AUG 29		54
				* * * PROCESS * * *	* * * 開発プロセス * * *		* * * PROCESSUS * * *	* * * PROCESSO * * *	* * * ABLAUF * * *	* * * PROCESO * * *				19
				Pixel artwork was created entirely in Promotion by Cosmigo, with other visual elements made in Illustrator & Photoshop by Adobe.	ピクセルアートワークはすべて Cosmigo社の;Pro Motion で制作、その他のビジュアル要素は;Adobe Illustrator & Photoshop で;制作しました。		Les graphismes pixelisés ont été entièrement créés, en promotion par Cosmigo, avec d'autres éléments visuels faits avec Illustrator et Adobe Photoshop.	La grafica pixelata è stata creata interamente con Promotion da Cosmigo, con altri elementi grafici creati in Illustrator e Adobe Photoshop.	Das Pixel-Artwork wurde vollständig in Promotion von Cosmigo erstellt. Andere visuelle Elemente wurden in Illustrator & Photoshop von Adobe erstellt.	El arte pixelado se creó por completo en Promotion de Cosmigo y el resto de los elementos visuales se hizo en Illustrator y Photoshop de Adobe.				128
				Sounds & songs were created using MTV Music Generator by Codemasters for PSOne and/or Garageband & Logic Studio by Apple.	サウンド & 楽曲は Codemasters社の;MTV Music Generator（PS1）と ;Apple社の Garageband & Logic Studio で;制作しました。		Les effets sonores et les musiques ont été réalisés par Codemaster grâce à MTV Music Generator sur PSOne et/ou Garageband et Logic Studio par Apple.	Gli effetti e le canzoni sono stati creati con MTV Music Generator di Codemasters per PSOne e/o Garageband e Logic Studio di Apple.	Sounds & Lieder wurden mit dem MTV Music Generator von Codemasters für PSOne und/oder Garageband & Logic Studio von Apple erstellt.	Los sonidos y las canciones se crearon con MTV Music Generator de Codemasters y/o Garageband y Logic Studio by Apple.				121
			Logos/FMOD	Sounds & songs were integrated into the project using FMOD by Firelight Technologies.	サウンド & 楽曲のプロジェクト実装には; Firelight Technologies社の FMOD を;利用しました。		Les effets sonores et les musiques ont été intégrés dans le projet grâce à FMOD par Firelight Technologies.	Gli effetti e le canzoni sono stati integrati nel progetto utilizzando FMOD di Firelight Technologies.	Sounds & Lieder wurden mit FMOD von Firelight Technologies in das Projekt integriert.	Los sonidos y las canciones se integraron al proyecto con FMOD de Firelight Technologies.				85
			Logos/DolbyDigital	Dolby and the double-D symbol are trademarks of Dolby Laboratories.	Dolby and the double-D symbol are;~trademarks of Dolby Laboratories.		Dolby et le symbole Double-D sont des marques déposées de Dolby Laboratories.	Dolby e il simbolo "doppia D" sono marchi registrati di Dolby Laboratories.	Dolby und das Doppel-D-Symbol sind Warenzeichen von Dolby Laboratories.	Dolby y el símbolo de la doble D son marcas registradas de Dolby Laboratories.				67
			Logos/DolbyDigital	PC audio solution containing Dolby® Digital Live required for Dolby Digital audio.	PC audio solution containing;~Dolby(R) Digital Live required for;~Dolby Digital audio.		Des solutions audio pour Pc contenant Dolby® Digital Live sont requis pour Dolby Digital audio.	Le soluzioni audio per PC contenenti Dolby® Digital Live sono necessarie per l'audio Dolby Digital.	Für Dolby Digital Audio ist eine PC-Audiolösung mit Dolby® Digital Live erforderlich.	Se requiere una solución de audio para PC que contenga Dolby® Digital Live para el audio Dolby Digital.				82
			Logos/DigitalSurround	DTS® and DTS Digital Surround® are registered trademarks of DTS, Inc.	DTS(R) and DTS Digital Surround(R) are;~registered trademarks of DTS, Inc.		DTS® et DTS Digital Surround® sont des marques déposées de DTS, Inc.	DTS® e DTS Digital Surround® sono marchi registrati di DTS, Inc.	DTS® und DTS Digital Surround® sind eingetragene Warenzeichen von DTS, Inc.	DTS® y DTS Digital Surround® son marcas registradas de DTS, Inc.				69
				Code was programmed in C++ & Lua script with tolua++. Maps & world elements were created with proprietary tools at Capy.	プログラミング言語は; C++ と Lua スクリプト（tolua++）。;マップ & ステージ内の各エレメントは; Capy社の独自ツールで制作しました。		Le code a été programmé en C++ et Lua script avec tolua++. Les cartes et les éléments du monde ont été créés avec des outils proprétaires de Capy.	Il codice è stato programmato con C++ e Lua con tolua++. Le mappe e gli elementi del mondo sono stati creati con tool proprietari da Capy.	Der Code wurde in C++ & Lua Script mit tolua++ programmiert. Karten & Weltelemente wurden mit eigenen Tools von Capy erstellt.	El código se programó en C++ y Lua script con tolua++. Los mapas y los elementos del mundo se crearon con herramientas de propiedad exclusiva de Capy.				120
				Moon phase calculations & astronomical algororythms courtesy of voidware.com/moon_phase.htm	月齢計算アルゴリズムはご厚意により;voidware.com/moon_phase.htm  ;を利用させてもらいました。		Les calculs des phases lunaires et les algorythmes astronomiques ont été fournis par voidware.com/moon_phase.htm	Calcolo delle fasi lunari e algoritmi astronomici per gentile concessione di voidware.com/moon_phase.htm	Für die Berechnungen der Mondphase & der astronomischen Algorithmen haben wir voidware.com/moon_phase.htm zu danken.	Cálculos de fases lunares y algoritmos astronómicos cortesía de voidware.com/moon_phase.htm				91
				APIs used in the making of S:S&S EP include tinyxml, libpng/zlib, SDL, cmake, and minizip	スキムスでは; twitter-xauth、tinyxml、libpng/zlib ;の API を使用しました。		Les API utilisés durant la création de S:S&S EP comprennent tinyxml, libpng/zlib, SDL, cmake et minizip	API utilizzati durante la creazione di S:S&S EP includono tinyxml, libpng/zlib, SDL, cmake e minizip	Zu den APIs, die bei der Schöpfung von S:S&S EP verwendet wurden, gehören tinyxml, libpng/zlib, SDL, cmake und minizip	Entre las API que se usaron en la creación de S:S&S EP se incluyen tinyxml, libpng/zlib, SDL, cmake y minizip				89
				An absurdly early build was submitted to the Independent Games Festival on November 1st 2009.	２００９年９月１日の; Independent Games Festival  ;に超超初期段階ビルドを提出する。		Une version absurdement anticipée a été envoyée à l'Independent Games Festival le 1er novembre 2009.	Una build assurdamente prematura è stata inviata all'Independent Games Festival nel 1° novembre 2009.	Eine absurde, erste Version wurde beim Independent Games Festival am 1. November 2009 eingereicht.	Una versión muy prematura se envió al Independent Games Festival el 1 de noviembre de 2009.				93
				S:S&S EP was announced on December 1st 2009.	２００９年１２月１日、スキムス公式発表。		S:S&S EP était annoncé le 1er décembre 2009.	S:S&S EP è stato annunciato il 1° dicembre 2009.	S:S&S EP wurde am 1. Dezember 2009 bekanntgegeben.	S:S&S EP se anunció el 1 de diciembre de 2009.				44
				In early 2010 it was announced that the project had won the IGF Mobile 'Achievement in Art' award.	２０１０年初め、プロジェクトが IGF Mobile  の; 「アートにおける達成」賞を受賞。;ガチで光栄の至り。		Au début de 2010, le projet a remporté la récompense IGF Mobile 'Achievement in Art'.	All'inizio del 2010 è stata annunciata la vittoria del premio "Achievement in Art" di IGF Mobile.	In der ersten Hälfte von 2010 wurde bekannt gegeben, dass das Projekt den IGF Mobile 'Achievement in Art'-Preis gewonnen hat.	A principios de 2010, se anunció que el proyecto había ganado el premio Achievement in Art de IGF Mobile.	In early 2010 it was announced that the project had won the IGF Mobile 'Achievement in Art' award.	Updated AUG 29		98
				The first live public demonstration of S:S&S EP occurred at a Hand Eye Society social event in Toronto on February 14th 2010 .	２０１０年２月１４日、トロントで開催された; Hand Eye Society のソーシャルイベントにて、;初となるビルドの公開ライブデモを実施。		La première démonstration publique de S:S&S EP a eu lieu à un événement de Hand Eye Society à Toronto le 14 février 2010.	La prima dimostrazione pubblica di S:S&S EP è avvenuta a un evento della Hand Eye Society di Toronto il 14 febbraio 2010.	Die erste öffentliche Live-Demonstration von S:S&S EP fand bei einem sozialen Event der Hand Eye Society in Toronto am 14. Februar 2010 statt.	La primera demostración pública de S:S&S EP se hizo en un evento social de la Hand Eye Society en Toronto el 14 de febrero de 2010.				126
				The first playable S:S&S EP build was presented to attendees & friends at GDC 2010 in San Francisco from March 9th -13th 2010.	２０１０年３月９～１３日まで;サンフランシスコで開催された; GDC 2010 で初のプレイアブル出展。		La première version jouable de S:S&S EP a été présentée aux participants et aux amis à la GDC 2010 de San Francisco du 9 au 14 mars 2010.	La prima build giocabile di S:S&S EP è stata presentata ad amici e presenti alla GDC del 2010 in San Francisco il 9-13 marzo 2010.	Die erste spielbare Version von S:S&S EP wurde Teilnehmern & Freunden bei GDC 2010 in San Francisco vom 9. - 13. Mürz 2010 präsentiert.	La primera versión jugable de S:S&S EP se presentó a asistentes y amigos en la GDC 2010 en San Francisco del 9 al 13 de marzo de 2010.				126
				The first unedited gameplay footage of the GDC 2010 build simultaneously appeared online.	GDC 2010に出展したビルドの;無編集ゲームプレイ動画を;オンラインで同時公開。;チョットだけ話題になる。		La première vidéo non éditée du Gameplay de la version GDC de 2010 est sortie en ligne au même moment.	Il primo video non editato del gameplay della build al GDC 2010 è apparso online nello stesso periodo.	Die ersten nicht bearbeiteten Gameplay-Aufzeichnungen der GDC-Version 2010 sind gleichzeitig online erschienen.	El primer video sin editar de la versión de la GDC apareció en línea al mismo tiempo.	The first unedited gameplay footage of the GDC 2010 build simultaneously appeared online.	Updated AUG 29		89
				Less Talk, More Rock: The Native Language of Videogames was published online at Boing Boing in March 2010 & you can google it.	２０１０年３月、「Less Talk, More Rock:;The Native Language of Videogames;（言葉少なくロック多めで：ゲームの母国語）」;が Boing Boing にて公開される。ググってみて！		Less Talk, More Rock: The Native Language of Videogames a été publié en ligne sur Boing Boing en mars 2010. Faites la recherche sur Google.	Less Talk, More Rock: The Native Language of Videogames è stato pubblicato online su Boing Boing nel marzo 2010. Cercatelo su Google.	Weniger Gerede, mehr Rock: "Native Language of Videogames" wurde online unter Boing Boing im März 2010 veröffentlicht und kann gegoogelt werden.	Less Talk, More Rock: The Native Language of Videogames se publicó en línea en Boing Boing en marzo de 2010 y puedes buscarlo en Google.				126
				The Intoxication of Mythology' was presented by a Superbrothers rep. on September 22nd 2010 at the Fantastic Arcade in Austin.	２０１０年９月２２日、オースティンの; Fantastic Arcade にて Craig D. Adams が講演;「The Intoxication of Mythology （神話中毒）」;を語った。		The Intoxication of Mythology a été présenté par un représentant de Superbrothers le 22 septembre 2010 à la Fantastic Arcade d'Austin.	The Intoxication of Mythology è stato presentato da un rappresentante di Superbrothers il 22 settembre 2010 al Fantastic Arcade di Austin.	"The Intoxication of Mythology" wurde von einem Mitarbeiter von Superbrothers am 22. September 2010 in der Fantastic Arcade in Austin präsentiert.	Un representante de Superbrothers presentó The Intoxication of Mythology el 22 de septiembre de 2010 en la Fantastic Arcade en Austin.				126
				Aiming for Audiovisual Alchemy' was presented by Jim Guthrie, Kris Piotrowski & a Superbrothers rep. at Gamercamp in Toronto.	トロントの Gamercamp にて;Jim Guthrie、Kris Piotrowski、;Craig D. Adams がオーディオと;ビジュアルの融合に関する基調講演を担当。		Aiming for Audiovisual Alchemy a été présenté par Jim Guthrie, Kris Piotrowski et un représentant de Superbrothers au Gamercamp de Toronto.	Aiming for Audiovisual Alchemy è stato presentato da Jim Guthrie, Kris Piotrowski e un rappresentante di Superbrothers al Gamercamp di Toronto.	"Aiming for Audiovisual Alchemy" wurde von Jim Guthrie, Kris Piotrowski & einem Superbrothers-Mitarbeiter beim Gamercamp in Toronto präsentiert.	Jim Guthrie, Kris Piotrowski y un representante de Superbrothers presentaron Aiming for Audiovisual Alchemy en el Gamercamp de Toronto.				125
				A new clip titled 'Audience Calibration Procedure' was posted on Thursday February 24th 2011 to kick things off launch-wise.	２０１１年２月２４日（木）、発売前に;新動画「Audience Calibration Procedure;（視聴者調整プロセス）」を公開。		Un nouveau clip intitulé "Audience Calibration Procedure" a été posté jeudi 24 février 2011 pour favoriser le lancement du projet.	Una nuova clip intitolata "Procedura di calibratura del pubblico" è stata pubblicata giovedì 24 febbraio 2011 per aiutare il lancio del progetto.	Ein neuer Clip mit dem Titel "Audience Calibration Procedure" wurde am Donnerstag, den 24. Februar 2011 gepostet, um einen Schritt in Richtung Veröffentlichung zu machen.	Un video nuevo llamado Audience Calibration Procedure se publicó el jueves 24 de febrero de 2011 para comenzar con el lanzamiento.	A clip titled 'Audience Calibration Procedure' was posted on Thursday February 24th 2011 to kick things off launch-wise.	Updated AUG 29		124
				S:S&S EP was finally made available for iPad, iPhone & iPod Touch around the vernal equinox in 2011.	２０１１年の春分の日直前、;iPad、iPhoneおよびiPod Touchで;スキムスがついに発売。		S:S&S EP est finalement sorti sur iPad, iPhone & iPod Touch aux alentours de l'équinoxe hivernal de 2011.	S:S&S EP è stato reso disponibile per iPad, iPhone e iPod Touch vicino al solstizio d'inverno del 2011.	S:S&S EP wurde dann endlich um das Frühlingsäquinoktium 2011 für das iPad, iPhone & iPod Touch verfügbar gemacht.	S:S&S EP por fin se lanzó para iPad cerca del equinoccio vernal de 2011.	S:S&S EP was finally made available for iPad, iPhone & iPod Touch around the vernal equinox in 2011.	Updated AUG 29		100
				We put on MIDSUMMER ROCKSHOWCASE at the TIFF Lightbox in Toronto featuring live S&S material from Jim Guthrie - it was really nice.	トロントにある TIFF Lightbox で;~開催された MIDSUMMER ROCKSHOWCASE では;~スキタイのムスメの楽曲を Jim Guthrie が;~ライブ披露。最高だったよ!		Nous avons organisé le MIDSUMMER ROCKSHOWCASE lors du TIFF Lightbox de Toronto, avec du matériel S&S en direct fourni par Jim Guthrie. C'était génial ! 	Abbiamo organizzato il MIDSUMMER ROCKSHOWCASE al TIFF Lightbox di Toronto, con materiale dal vivo di Jim Guthrie preso da S&S. Molto bello!	In der TIFF Lightbox in Toronto haben wir das MIDSUMMER ROCKSHOWCASE mit Live-S&S-Materialien von Jim Guthrie veranstaltet - das war nett!	Organizamos el MIDSUMMER ROCKSHOWCASE en el TIFF Lightbox de Toronto con material de S&S en vivo de Jim Guthrie. Estuvo muy bien.	We put on MIDSUMMER ROCKSHOWCASE at the TIFF Lightbox in Toronto featuring live S&S material from Jim Guthrie - it was really nice.	Updated AUG 29		131
				* * * SEVEN YEARS LATER * * *	* * * そして７年後 * * *		* * * SEPT ANS PLUS TARD * * *	* * * SETTE ANNI DOPO * * *	*** SIEBEN JAHRE SPÄTER ***	* * * SIETE AÑOS DESPUÉS * * *	remove / don't display, feels out of date? maybe some SEVEN YEARS LATER title?	Updated AUG 29 - May still cut 		29
